#2th	#Int
23.273	889.8170
23.275	889.9800
23.276	888.7280
23.277	890.0930
23.278	889.1760
23.280	889.5515
23.282	889.5725
23.283	890.0595
23.285	889.8770
23.287	889.5705
23.288	889.8880
23.290	890.5550
23.292	890.8915
23.293	890.7650
23.294	891.1430
23.295	890.4230
23.297	890.0165
23.298	888.7010
23.299	890.4350
23.300	888.9620
23.302	889.2805
23.304	889.1415
23.305	888.6425
23.307	888.2860
23.309	888.0195
23.310	887.9290
23.311	888.7990
23.312	888.6350
23.314	888.3680
23.315	889.1200
23.316	888.2770
23.317	888.6690
23.319	888.3620
23.320	889.9730
23.321	887.9820
23.322	889.5050
23.323	888.8880
23.324	889.5030
23.326	889.1765
23.327	889.4440
23.328	888.4760
23.329	889.0605
23.331	888.6540
23.332	889.7360
23.333	887.3250
23.334	888.4350
23.336	887.8750
23.337	888.0190
23.338	887.7830
23.339	887.7010
23.340	887.9220
23.341	888.4190
23.343	888.0960
23.344	887.8930
23.345	888.1050
23.346	888.0195
23.348	887.5340
23.349	886.5740
23.350	887.0310
23.351	886.3130
23.353	885.6765
23.354	885.2890
23.355	887.1100
23.356	885.8050
23.357	887.0340
23.358	886.6245
23.359	886.6130
23.360	887.4200
23.361	885.9270
23.362	887.2460
23.363	887.1740
23.365	887.7555
23.366	887.0230
23.367	889.1560
23.368	886.6120
23.369	890.1210
23.370	887.9610
23.371	885.2660
23.372	888.9570
23.373	885.2790
23.374	888.5930
23.375	886.1940
23.376	883.5770
23.377	888.5850
23.378	883.9640
23.379	886.2780
23.380	884.9170
23.381	885.1080
23.382	885.0470
23.383	886.2990
23.384	883.7610
23.385	886.3480
23.386	883.3380
23.387	884.8480
23.388	886.3800
23.389	882.8570
23.390	886.2280
23.391	882.4940
23.392	884.0730
23.393	885.5610
23.394	881.6720
23.395	885.7740
23.396	881.6380
23.397	883.1555
23.398	885.4990
23.399	880.6710
23.400	885.6910
23.401	880.5680
23.402	885.2540
23.403	882.8020
23.404	880.3010
23.405	885.6480
23.406	880.2620
23.407	885.4100
23.408	880.5300
23.409	882.5135
23.410	884.7670
23.411	879.0340
23.412	884.7980
23.413	878.9430
23.414	884.9640
23.415	881.7870
23.416	878.9590
23.417	884.7990
23.418	880.3300
23.419	884.0030
23.420	882.2615
23.421	882.5990
23.422	884.0800
23.423	882.2080
23.424	885.0060
23.425	883.8095
23.426	882.8170
23.427	883.7630
23.428	883.1990
23.429	883.1070
23.430	883.9120
23.431	883.1140
23.432	883.1845
23.433	883.7880
23.434	883.0820
23.435	884.5420
23.436	883.0820
23.437	883.8005
23.438	884.4540
23.439	882.9480
23.440	884.1870
23.441	883.3340
23.442	883.3985
23.443	883.3000
23.444	884.4050
23.445	883.3780
23.446	884.2960
23.447	883.6730
23.449	883.3975
23.450	881.2080
23.451	884.9300
23.452	881.3850
23.453	884.8070
23.454	883.0035
23.455	881.9840
23.456	884.2570
23.457	881.0100
23.458	884.8010
23.459	882.2240
23.460	881.7360
23.461	883.4510
23.462	882.0260
23.463	884.0310
23.464	882.6420
23.466	882.9830
23.467	879.8230
23.468	883.5950
23.469	881.5355
23.471	881.4240
23.472	880.9500
23.473	882.7100
23.474	881.8690
23.475	883.4150
23.476	882.2250
23.478	882.1755
23.479	880.6930
23.480	883.4570
23.481	881.3530
23.483	881.6165
23.484	880.8690
23.485	883.3310
23.486	882.0610
23.488	881.8780
23.489	879.5700
23.490	881.7060
23.491	880.6165
23.493	881.1475
23.495	881.3030
23.496	880.3080
23.497	882.7600
23.498	881.1780
23.500	880.5570
23.501	880.9940
23.502	880.3900
23.503	880.8475
23.505	880.6420
23.506	880.3340
23.507	881.1550
23.508	880.9010
23.510	881.1825
23.512	881.4435
23.513	882.0610
23.515	881.7405
23.517	881.6230
23.518	880.0830
23.519	883.7180
23.520	881.7225
23.522	880.9090
23.524	880.4085
23.525	879.5140
23.527	879.5645
23.529	879.0775
23.530	879.5430
23.532	879.8165
23.534	879.6805
23.535	877.5060
23.536	881.9210
23.537	880.1480
23.539	880.3545
23.541	880.3785
23.542	879.8270
23.544	879.8295
23.546	880.1970
23.547	879.8275
23.549	879.9800
23.551	879.4560
23.552	879.0105
23.554	878.8320
23.556	878.7710
23.558	879.0065
23.559	878.8930
23.561	878.5375
23.563	878.3415
23.564	878.3525
23.566	878.5025
23.568	878.9685
23.569	880.4920
23.570	876.8470
23.571	878.8350
23.573	878.8930
23.574	879.8670
23.575	877.0400
23.576	878.0650
23.578	878.4590
23.580	878.4910
23.581	877.8435
23.583	877.7255
23.585	877.8200
23.586	878.0220
23.587	877.0700
23.588	877.4340
23.590	877.6675
23.591	877.0740
23.592	877.4940
23.593	877.1005
23.595	877.5805
23.596	877.7750
23.597	877.0330
23.598	877.1530
23.600	877.3320
23.602	877.3130
23.603	878.4760
23.604	876.6450
23.605	877.6755
23.607	877.7980
23.608	878.1200
23.609	876.3180
23.610	877.3455
23.612	877.8110
23.613	878.4990
23.614	876.2920
23.615	878.1600
23.616	876.4830
23.617	877.0245
23.618	876.7800
23.619	876.0860
23.620	876.9080
23.621	877.0860
23.622	877.0025
23.624	877.3120
23.625	879.1620
23.626	875.8550
23.627	877.2290
23.629	877.2095
23.630	879.6230
23.631	876.1020
23.632	879.7290
23.633	875.9110
23.634	877.4745
23.635	878.5670
23.636	875.4210
23.637	878.8420
23.638	874.6140
23.639	876.0520
23.640	876.8240
23.641	873.8600
23.642	877.2550
23.643	874.1300
23.644	875.4290
23.646	875.1950
23.647	876.4670
23.648	874.5030
23.649	876.8030
23.650	874.8340
23.651	876.0610
23.652	877.2690
23.653	876.0720
23.654	877.0610
23.655	876.1330
23.656	876.6290
23.657	877.7460
23.658	875.9130
23.659	878.3180
23.660	875.9230
23.661	876.9555
23.662	877.9510
23.663	875.1880
23.664	877.9800
23.665	874.7270
23.666	878.9340
23.667	873.7340
23.668	876.3255
23.669	878.2690
23.670	875.1250
23.671	878.2790
23.672	875.7810
23.673	876.9345
23.674	878.5210
23.675	875.9380
23.676	878.8190
23.677	875.6020
23.678	879.2930
23.679	878.0725
23.680	877.0240
23.681	879.2280
23.682	877.2150
23.683	878.9300
23.684	878.0040
23.685	878.1030
23.686	878.0820
23.687	878.8860
23.688	878.4540
23.689	878.4710
23.690	878.6725
23.691	879.2630
23.692	878.4560
23.693	880.0450
23.694	877.3940
23.695	880.0100
23.696	878.8965
23.697	877.1760
23.698	881.2770
23.699	876.9820
23.700	882.5680
23.701	879.9595
23.702	877.3510
23.703	882.7740
23.704	877.4040
23.705	883.2280
23.706	879.6715
23.707	877.2210
23.708	881.7280
23.709	878.1100
23.710	881.9090
23.711	878.1550
23.712	881.3360
23.713	879.4615
23.714	878.0460
23.715	880.8340
23.716	877.5240
23.717	881.6950
23.718	879.8305
23.719	877.0120
23.720	881.6880
23.721	877.7320
23.722	881.8100
23.723	880.3370
23.725	880.7775
23.726	880.3860
23.727	883.1410
23.728	879.0730
23.729	883.5490
23.730	881.0800
23.731	878.7110
23.732	884.2910
23.733	878.5170
23.734	883.4810
23.735	881.3875
23.736	879.0090
23.737	883.7650
23.738	879.1960
23.739	884.0460
23.740	881.9605
23.742	881.3805
23.743	879.7670
23.744	883.1140
23.745	882.2795
23.747	882.5150
23.748	882.2130
23.749	884.4100
23.750	882.9800
23.751	884.0450
23.752	883.4540
23.753	884.8240
23.754	883.5180
23.755	885.5330
23.756	884.1840
23.757	885.5000
23.759	886.1130
23.760	886.7600
23.761	885.6430
23.762	886.3695
23.764	885.7375
23.765	886.8640
23.766	886.9570
23.767	886.7815
23.769	886.0840
23.771	886.1940
23.772	884.2060
23.773	887.8780
23.774	885.3340
23.776	884.3645
23.777	881.6820
23.778	885.7710
23.779	884.1785
23.781	883.8170
23.782	881.2440
23.783	885.8050
23.784	883.1535
23.786	882.4180
23.788	882.1050
23.789	882.3665
23.791	881.7765
23.793	881.8545
23.794	880.2430
23.795	881.6730
23.796	880.0500
23.798	879.9495
23.799	878.8830
23.800	880.8440
23.801	879.5550
23.803	878.8900
23.805	878.2400
23.806	878.1970
23.808	877.1325
23.810	877.2485
23.811	877.2670
23.813	876.8330
23.815	876.6230
23.817	876.1390
23.818	875.9935
23.820	876.0750
23.822	876.2040
23.823	875.8120
23.825	875.7075
23.827	875.1600
23.828	875.0375
23.830	875.1910
23.832	875.9375
23.833	877.1770
23.834	874.9900
23.835	875.8940
23.837	875.8085
23.839	876.0305
23.840	875.9445
23.842	875.5770
23.844	875.3605
23.845	875.2160
23.847	874.6390
23.849	874.3505
23.850	875.3550
23.851	873.1100
23.852	874.1840
23.854	873.2505
23.855	873.6700
23.856	872.9230
23.857	873.7370
23.859	874.3840
23.861	874.2980
23.862	873.7140
23.864	873.2570
23.866	873.1605
23.867	872.8550
23.868	873.5040
23.869	872.8395
23.871	872.3890
23.872	872.4560
23.873	871.8710
23.874	870.8295
23.876	870.4435
23.877	872.0470
23.878	868.5760
23.879	871.5160
23.880	868.1620
23.881	869.2405
23.883	868.6260
23.884	869.8850
23.885	866.8920
23.886	867.9610
23.888	867.4845
23.889	869.1560
23.890	866.1850
23.891	867.9470
23.893	867.4340
23.894	867.7360
23.895	866.1900
23.896	867.3510
23.897	866.8720
23.898	867.8255
23.899	867.8560
23.900	867.2910
23.901	867.0960
23.902	867.0540
23.903	866.8660
23.905	866.6235
23.906	866.0910
23.907	866.0550
23.908	866.1985
23.910	866.6990
23.911	866.9630
23.912	865.7980
23.913	866.2310
23.914	864.5760
23.915	865.5305
23.916	866.8550
23.917	864.3300
23.918	867.8730
23.919	864.4460
23.920	865.9910
23.922	866.0970
23.923	867.5610
23.924	864.8330
23.925	866.8240
23.926	865.4190
23.927	865.8670
23.928	867.3610
23.929	864.5260
23.930	866.6840
23.931	864.7760
23.932	865.9420
23.933	865.8800
23.934	863.9510
23.935	865.0540
23.936	863.4180
23.937	864.5915
23.938	865.8080
23.939	863.9910
23.940	865.4950
23.941	863.4650
23.942	865.3560
23.943	864.1020
23.944	864.1990
23.945	864.5890
23.946	863.2230
23.947	863.8840
23.948	863.8670
23.949	864.2905
23.950	863.3640
23.951	864.2650
23.952	862.7220
23.953	863.2960
23.954	862.5445
23.955	862.3580
23.956	862.4640
23.957	861.5340
23.958	862.0050
23.959	861.1610
23.960	860.8750
23.961	861.4130
23.962	858.8090
23.963	860.7000
23.964	858.4930
23.965	860.9600
23.966	859.5140
23.967	857.8110
23.968	861.5280
23.969	859.1050
23.970	861.3450
23.971	859.5850
23.972	860.1830
23.973	860.9100
23.974	858.0340
23.975	861.5480
23.976	857.6670
23.977	860.0110
23.978	862.5870
23.979	857.4890
23.980	861.6430
23.981	857.5700
23.982	859.5875
23.983	860.5300
23.984	858.9680
23.985	860.4890
23.986	858.9250
23.987	860.6850
23.988	859.4570
23.989	860.9930
23.990	860.4560
23.991	861.1150
23.992	860.6000
23.993	860.8110
23.994	860.6445
23.995	859.2520
23.996	861.4920
23.997	859.2920
23.998	862.6070
23.999	860.6645
24.000	858.9670
24.001	862.3310
24.002	859.1700
24.003	861.8510
24.004	860.2605
24.006	861.0630
24.007	858.4350
24.008	863.1360
24.009	858.9130
24.010	863.8950
24.011	861.5435
24.012	857.9340
24.013	863.3450
24.014	858.3110
24.015	863.4660
24.016	861.0520
24.018	860.8775
24.019	859.3730
24.020	861.9880
24.021	860.1405
24.023	859.9475
24.024	859.5850
24.025	859.9670
24.026	859.0470
24.028	859.1385
24.029	859.2690
24.030	855.8870
24.032	855.9065
24.033	855.6800
24.035	855.6440
24.037	855.1560
24.038	855.4300
24.040	855.0120
24.042	855.4115
24.043	855.0715
24.045	854.6710
24.047	855.0435
24.048	857.9270
24.049	852.9060
24.050	855.8535
24.052	855.8610
24.054	855.6445
24.055	855.7365
24.057	855.8505
24.059	856.1725
24.060	857.1090
24.062	856.8935
24.064	856.7895
24.065	856.4935
24.067	855.6985
24.069	855.7095
24.070	856.4185
24.072	856.1690
24.074	856.2750
24.075	856.3480
24.076	855.8500
24.077	856.1960
24.079	856.0610
24.081	856.3925
24.082	856.7875
24.084	857.0990
24.086	856.4930
24.087	856.3105
24.089	855.8345
24.091	856.6415
24.092	856.6405
24.094	857.0625
24.096	857.0640
24.097	860.0080
24.098	855.3130
24.099	857.6335
24.101	857.6330
24.102	859.1600
24.103	856.2270
24.104	857.6940
24.106	856.9580
24.108	857.2345
24.109	856.9260
24.111	857.3945
24.113	857.0255
24.114	857.3980
24.115	856.1400
24.116	856.4990
24.118	857.1060
24.119	857.2820
24.120	855.9280
24.121	856.6145
24.123	856.8950
24.124	857.5370
24.125	856.0510
24.126	856.7510
24.128	856.6175
24.129	856.9700
24.130	856.6180
24.131	856.7960
24.133	856.2215
24.134	858.5580
24.135	854.8240
24.136	858.6940
24.137	854.7190
24.138	856.6335
24.140	856.5905
24.141	858.2520
24.142	854.9590
24.143	856.4470
24.145	856.3145
24.146	857.8690
24.147	854.9040
24.148	856.4085
24.150	856.5490
24.151	856.5380
24.152	856.4920
24.153	856.2170
24.155	855.7005
24.156	855.9830
24.157	856.1920
24.158	855.7070
24.159	856.7510
24.160	856.0915
24.161	857.1010
24.162	855.8140
24.163	857.5500
24.164	856.0630
24.165	856.5085
24.166	857.4750
24.167	856.5850
24.168	857.8010
24.169	856.9350
24.170	857.9530
24.172	857.4860
24.173	858.2640
24.174	856.3250
24.175	856.9650
24.177	856.8505
24.178	857.3150
24.179	855.5600
24.180	857.5010
24.181	854.8990
24.182	855.9870
24.183	857.5910
24.184	856.0410
24.185	857.4350
24.186	855.9230
24.187	856.5580
24.188	856.5430
24.189	855.3350
24.190	856.4390
24.191	855.7430
24.192	855.7900
24.193	856.3440
24.194	855.3950
24.195	855.3920
24.196	854.3680
24.197	855.6190
24.198	855.0570
24.199	855.1930
24.200	854.9960
24.201	855.0200
24.202	854.9320
24.203	854.9150
24.204	855.2490
24.205	855.0290
24.206	854.8200
24.207	854.1030
24.208	854.6120
24.209	853.8795
24.210	854.1950
24.211	854.3600
24.212	854.2080
24.213	853.3170
24.214	854.2050
24.215	855.5750
24.216	853.6570
24.217	855.4800
24.218	853.7940
24.219	853.9230
24.220	854.9050
24.221	852.8270
24.222	855.8820
24.223	853.1510
24.224	855.3470
24.225	853.9380
24.226	852.0150
24.227	854.6150
24.228	851.2880
24.229	853.7950
24.230	853.0100
24.231	851.9180
24.232	854.4570
24.233	851.7370
24.234	854.1930
24.235	852.9790
24.236	853.7140
24.237	853.6650
24.238	853.7040
24.239	853.8820
24.240	853.7500
24.241	854.0635
24.242	854.7910
24.243	853.5600
24.244	853.8390
24.245	853.7850
24.246	852.9960
24.247	853.5750
24.248	854.3420
24.249	853.3850
24.250	854.7880
24.251	852.6270
24.252	853.7890
24.253	855.2520
24.254	852.1680
24.255	853.7070
24.256	853.1360
24.257	853.7980
24.258	853.2630
24.259	853.5410
24.260	853.2940
24.261	853.5340
24.262	853.3890
24.263	853.0890
24.264	853.6840
24.265	852.4300
24.266	854.0870
24.267	851.4380
24.268	854.2860
24.269	853.2040
24.270	851.8010
24.271	854.4700
24.272	851.5330
24.273	854.4610
24.274	853.5290
24.275	851.2140
24.276	854.8840
24.277	851.6890
24.278	855.5000
24.279	853.1315
24.280	850.6980
24.281	855.6010
24.282	850.9940
24.283	855.5360
24.284	853.0915
24.285	852.1850
24.286	854.0770
24.287	852.0360
24.288	854.1420
24.289	853.4385
24.291	853.7925
24.292	853.4950
24.293	853.3940
24.294	853.4140
24.296	854.1830
24.297	853.6060
24.298	855.7140
24.299	853.1660
24.300	855.1820
24.301	853.7960
24.302	853.0460
24.303	854.2390
24.304	853.9110
24.305	853.1310
24.306	852.7200
24.308	852.6535
24.309	853.6810
24.310	852.6530
24.311	852.4900
24.313	851.8950
24.314	852.8750
24.315	851.3770
24.316	852.2430
24.318	852.3150
24.319	852.5220
24.320	852.5140
24.321	852.9625
24.323	853.1625
24.324	852.3200
24.325	853.3650
24.326	853.4820
24.328	853.4095
24.330	853.3880
24.331	853.5440
24.332	853.2650
24.333	853.5185
24.335	853.7735
24.336	853.7940
24.337	853.4450
24.338	853.1095
24.340	852.5420
24.341	853.0550
24.342	851.1280
24.343	852.5710
24.345	852.3325
24.346	851.5860
24.347	852.0080
24.348	852.3465
24.350	852.6150
24.352	852.4710
24.353	852.7495
24.355	852.7330
24.357	853.1295
24.358	853.1380
24.360	853.0730
24.362	853.3865
24.363	852.4670
24.364	853.6880
24.365	852.4820
24.367	852.1550
24.368	852.5520
24.369	852.1460
24.370	852.6880
24.372	852.4160
24.374	852.5390
24.375	853.0205
24.377	852.9355
24.379	852.5665
24.380	852.7255
24.382	852.7170
24.384	852.9620
24.385	852.5930
24.387	852.3460
24.389	852.0140
24.390	851.0735
24.392	851.2490
24.394	851.1335
24.396	851.3980
24.397	851.5020
24.399	850.6800
24.401	850.6870
24.402	851.3425
24.404	851.2700
24.406	851.5335
24.407	851.0950
24.409	851.7260
24.411	852.0160
24.412	851.7800
24.414	852.2545
24.416	853.1585
24.417	852.5960
24.418	852.8100
24.419	852.5415
24.421	852.4180
24.423	852.7610
24.424	852.4545
24.426	852.3640
24.428	852.6265
24.429	852.2240
24.431	851.7845
24.433	851.4535
24.434	851.2160
24.436	851.0670
24.438	850.6000
24.439	851.0830
24.440	849.8670
24.441	850.6605
24.443	850.7855
24.444	850.9370
24.445	850.0240
24.446	850.1790
24.448	850.6350
24.449	851.0740
24.450	851.8600
24.451	851.1990
24.453	851.8925
24.455	852.8425
24.456	853.4020
24.458	853.9175
24.460	854.2480
24.461	855.7820
24.462	853.7240
24.463	855.2475
24.465	854.6555
24.466	855.2360
24.467	853.7390
24.468	854.3950
24.470	854.1885
24.471	854.1540
24.472	851.9650
24.473	852.4735
24.475	852.5015
24.476	854.1770
24.477	851.0240
24.478	853.7730
24.479	850.0790
24.480	851.9590
24.481	854.0450
24.482	849.5120
24.483	852.6170
24.484	849.2600
24.485	850.7085
24.487	850.7760
24.488	852.0770
24.489	850.2410
24.490	851.6420
24.492	851.6795
24.493	853.2550
24.494	851.3320
24.495	853.1790
24.497	853.2350
24.498	854.6090
24.499	851.6210
24.500	854.9180
24.501	851.8270
24.502	853.7915
24.503	854.8240
24.504	852.0930
24.505	854.7870
24.506	851.5860
24.507	852.6655
24.508	854.3180
24.509	851.2670
24.510	852.6570
24.511	850.9180
24.512	851.4535
24.513	851.0870
24.514	851.3720
24.515	850.9720
24.516	851.6240
24.517	851.1195
24.519	850.6540
24.520	849.6260
24.521	852.1760
24.522	850.3620
24.523	852.3230
24.524	850.3895
24.525	848.7840
24.526	852.3240
24.527	848.9430
24.528	853.0350
24.529	851.4445
24.530	848.9360
24.531	853.1640
24.532	849.2370
24.533	851.9090
24.534	850.3940
24.535	849.7180
24.536	851.7930
24.537	849.0210
24.538	851.8290
24.539	850.7025
24.540	849.7230
24.541	852.5550
24.542	849.6890
24.543	853.3460
24.544	849.3610
24.545	851.0470
24.546	852.9380
24.547	851.0430
24.548	853.7910
24.549	852.6660
24.550	853.9600
24.551	853.2870
24.552	854.8490
24.553	853.3280
24.554	855.3880
24.555	853.2790
24.556	854.4585
24.557	855.1840
24.558	852.2840
24.559	855.8500
24.560	853.6120
24.561	855.3370
24.562	857.3690
24.563	854.4240
24.564	857.0210
24.565	854.6760
24.566	856.7660
24.567	855.8050
24.568	855.2420
24.569	857.3520
24.570	856.9380
24.571	857.8410
24.572	857.2565
24.573	856.5130
24.574	858.4500
24.575	856.3480
24.576	858.3240
24.577	856.8380
24.578	856.1960
24.579	857.4440
24.580	856.2920
24.581	856.8530
24.582	857.3140
24.583	857.0145
24.584	855.9660
24.585	857.7420
24.586	855.8630
24.587	858.2750
24.588	856.4400
24.589	856.9660
24.590	858.8750
24.591	855.7860
24.592	858.9440
24.593	855.7520
24.594	857.4990
24.595	858.5440
24.596	856.5400
24.597	858.0960
24.598	856.4930
24.599	856.9400
24.600	857.1990
24.601	857.4010
24.602	858.2620
24.603	857.3170
24.604	857.5620
24.605	857.4210
24.606	857.0670
24.607	857.9290
24.608	857.3170
24.609	858.0405
24.611	858.3860
24.612	858.3290
24.613	858.3600
24.614	858.5940
24.615	859.5940
24.616	858.8325
24.617	857.5260
24.618	859.4250
24.619	858.2870
24.620	859.1510
24.621	859.0560
24.622	859.7650
24.623	859.0120
24.624	859.0600
24.625	858.9310
24.626	858.7445
24.627	859.3810
24.628	860.4530
24.629	860.0340
24.630	859.3170
24.631	859.7780
24.633	860.0335
24.634	859.4890
24.635	860.0250
24.636	860.2320
24.638	860.4245
24.639	861.1560
24.640	860.5850
24.641	861.4780
24.643	861.7675
24.644	863.0540
24.645	860.9730
24.646	863.1600
24.647	861.7640
24.648	862.6215
24.649	865.8400
24.650	861.1360
24.651	863.8250
24.652	860.9870
24.653	862.6165
24.655	862.9780
24.656	861.9340
24.657	862.1010
24.658	861.9500
24.660	862.0635
24.661	863.2340
24.662	860.8840
24.663	863.1000
24.665	863.2830
24.666	864.5240
24.667	864.4990
24.668	865.2755
24.670	865.4700
24.672	865.8330
24.673	865.4745
24.675	865.4575
24.677	866.1285
24.678	866.6590
24.679	865.3190
24.680	867.1380
24.682	867.7480
24.683	868.0190
24.684	866.7600
24.685	868.2300
24.687	869.2805
24.688	871.6780
24.689	869.4760
24.690	871.2710
24.692	871.0060
24.694	872.2845
24.695	872.4760
24.697	872.4645
24.699	872.5065
24.700	872.4460
24.702	873.6515
24.704	873.8460
24.705	873.8575
24.707	875.0550
24.709	875.2505
24.710	874.5840
24.711	877.4400
24.712	876.7845
24.714	877.4155
24.716	878.5370
24.717	878.3890
24.719	879.3990
24.721	881.2580
24.722	882.2760
24.724	882.6370
24.726	883.1550
24.727	884.4660
24.729	886.3180
24.731	886.9330
24.732	888.1230
24.734	889.9310
24.736	890.0080
24.737	891.8290
24.738	889.6800
24.739	892.1545
24.741	893.4545
24.743	895.2245
24.744	895.6080
24.746	897.2675
24.748	899.1965
24.749	900.4780
24.751	902.2195
24.753	903.8180
24.754	906.2685
24.756	908.2375
24.758	909.7635
24.759	914.7190
24.760	910.2010
24.761	915.5805
24.763	917.1385
24.764	922.8430
24.765	915.1030
24.766	920.9460
24.768	923.5545
24.770	925.6630
24.771	927.6130
24.773	930.3845
24.775	933.2785
24.776	935.3680
24.778	938.1755
24.780	941.4905
24.781	950.8730
24.782	938.8120
24.783	948.1115
24.785	951.6245
24.786	964.2900
24.787	950.8560
24.788	962.9220
24.790	966.7655
24.791	978.9540
24.792	962.4870
24.793	975.6750
24.795	983.1710
24.796	994.6680
24.797	984.4410
24.798	995.7770
24.800	1004.3490
24.802	1011.9625
24.803	1027.4710
24.804	1010.1930
24.805	1026.7700
24.807	1035.6995
24.808	1053.6260
24.809	1039.6760
24.810	1056.8270
24.812	1068.0385
24.813	1092.2430
24.814	1072.6890
24.815	1095.4555
24.817	1108.5080
24.818	1136.8530
24.819	1108.6340
24.820	1139.6325
24.822	1160.3435
24.823	1189.8450
24.824	1169.8660
24.825	1211.4460
24.826	1190.9760
24.827	1230.2090
24.828	1276.6470
24.829	1237.1870
24.830	1308.6050
24.831	1261.7640
24.832	1316.5610
24.834	1353.3960
24.835	1418.6190
24.836	1381.2420
24.837	1446.4450
24.839	1501.7670
24.840	1613.8440
24.841	1539.6320
24.842	1652.9105
24.844	1742.2650
24.845	1914.9160
24.846	1784.0680
24.847	2058.4360
24.848	1929.1390
24.849	2186.6320
24.850	2479.2240
24.851	2364.3550
24.852	2824.6370
24.853	2647.6390
24.854	3175.0230
24.855	3938.9270
24.856	3464.1380
24.857	4663.9970
24.858	4047.3850
24.859	5179.6130
24.860	6700.3370
24.861	5921.4760
24.862	8083.4220
24.863	7424.9250
24.864	9740.0710
24.865	9055.4810
24.866	11626.2995
24.867	15964.2130
24.868	13065.8790
24.869	19296.6390
24.870	15418.0800
24.871	20328.8380
24.872	26142.2110
24.873	20708.7710
24.874	29557.4220
24.875	25793.7110
24.876	31824.1575
24.877	35984.9300
24.878	34828.9690
24.879	40417.9340
24.880	38476.3750
24.881	43442.6110
24.882	48361.6800
24.883	44518.9880
24.884	50882.1840
24.885	46899.3320
24.886	52862.5620
24.887	51569.7615
24.888	51150.4650
24.889	55167.1170
24.890	52482.7540
24.891	55664.7190
24.892	53998.6370
24.893	53385.4770
24.894	53220.8950
24.895	53148.3480
24.896	51575.9920
24.897	52539.1800
24.898	50611.5665
24.899	47526.2230
24.900	50050.4140
24.901	45116.4340
24.902	46170.8830
24.903	42670.1720
24.904	39986.5940
24.905	39578.3870
24.906	35270.9020
24.907	36554.8870
24.908	30841.6580
24.909	30415.2120
24.910	30724.2770
24.911	24024.4840
24.912	27951.0000
24.913	21130.8140
24.914	21743.0870
24.915	21240.9160
24.916	16014.2430
24.917	18273.5040
24.918	13876.8720
24.919	13678.9285
24.920	13594.6030
24.921	9679.6020
24.922	11631.9330
24.923	8112.2280
24.924	8338.2150
24.925	8377.8360
24.926	5691.3800
24.927	7069.3920
24.928	4774.1000
24.929	5896.3290
24.930	4037.2400
24.931	4208.8175
24.932	4189.5540
24.933	2964.4890
24.934	3577.3250
24.935	2590.5020
24.936	2698.3765
24.937	2706.9030
24.938	2102.2870
24.939	2408.8500
24.940	1942.4380
24.941	1995.2135
24.942	1981.5870
24.943	1717.3610
24.944	1834.5690
24.945	1639.4800
24.946	1640.1575
24.947	1632.8980
24.948	1495.2990
24.949	1559.2140
24.950	1443.9010
24.951	1450.9095
24.953	1407.6305
24.954	1403.4410
24.955	1329.6010
24.956	1328.0125
24.958	1294.3580
24.959	1284.8120
24.960	1241.7520
24.961	1257.6330
24.962	1214.0710
24.963	1211.6970
24.964	1210.6010
24.965	1171.9700
24.966	1190.8930
24.967	1153.5880
24.968	1153.4135
24.969	1148.0350
24.970	1123.8740
24.971	1130.2480
24.972	1109.9900
24.973	1105.2365
24.975	1091.4435
24.976	1089.6090
24.977	1067.8760
24.978	1068.0455
24.980	1057.6570
24.981	1056.3220
24.982	1039.4230
24.983	1037.8625
24.985	1028.8865
24.986	1025.6130
24.987	1014.4930
24.988	1011.6110
24.990	1004.5645
24.991	1004.7230
24.992	992.8570
24.993	999.7020
24.994	986.6290
24.995	987.1730
24.997	980.4270
24.998	978.1950
24.999	971.7430
25.000	969.4975
25.002	963.9245
25.003	962.9430
25.004	956.1370
25.005	955.9070
25.007	951.6755
25.008	950.1320
25.009	945.5910
25.010	943.5645
25.012	940.6490
25.013	937.7740
25.014	936.5130
25.015	933.6085
25.017	930.5080
25.019	927.3895
25.020	924.7970
25.022	922.3605
25.024	919.2070
25.025	915.3510
25.026	917.9100
25.027	913.9805
25.029	911.5060
25.030	909.4040
25.031	909.7410
25.032	907.7135
25.034	905.4870
25.035	903.2870
25.036	903.0070
25.037	900.3715
25.039	898.7720
25.041	896.7515
25.042	894.3585
25.044	892.8960
25.046	891.7635
25.047	890.5795
25.049	888.8550
25.051	886.8075
25.052	885.6545
25.054	883.4725
25.056	882.5190
25.058	881.4975
25.059	880.5895
25.061	879.2755
25.063	877.7025
25.064	876.6995
25.066	876.9875
25.068	875.3380
25.069	873.6345
25.071	871.8135
25.073	870.7445
25.074	869.9285
25.076	868.2415
25.078	867.3835
25.079	868.8520
25.080	863.5020
25.081	864.5270
25.083	863.4305
25.085	863.4475
25.086	863.0125
25.088	862.2835
25.090	860.8965
25.091	860.1215
25.093	859.4535
25.095	858.6705
25.096	857.6250
25.098	856.8305
25.100	856.0595
25.101	855.2660
25.102	855.1550
25.103	854.0110
25.105	853.7285
25.106	854.3490
25.107	852.4740
25.108	852.1535
25.110	851.2465
25.111	851.2160
25.112	850.2310
25.113	849.7460
25.115	850.0780
25.117	849.6970
25.118	849.9560
25.120	849.1875
25.122	848.2195
25.123	847.4300
25.124	847.9370
25.125	847.7300
25.127	847.3735
25.128	845.7520
