#2th	#Int
13.275	2304.0020
13.277	2304.7550
13.278	2309.7430
13.280	2306.1560
13.282	2302.5840
13.284	2299.3480
13.285	2297.6410
13.287	2295.0770
13.289	2293.2600
13.291	2294.7200
13.292	2296.4540
13.294	2293.6930
13.296	2290.7590
13.298	2290.5080
13.299	2290.5710
13.301	2290.5760
13.303	2290.5210
13.304	2294.8880
13.306	2295.3320
13.308	2293.0840
13.310	2291.5730
13.311	2290.1920
13.313	2289.2620
13.315	2288.8850
13.317	2289.6950
13.318	2291.4140
13.320	2287.1330
13.322	2282.7040
13.324	2279.9560
13.325	2279.4970
13.327	2279.2290
13.329	2279.4050
13.330	2281.2780
13.332	2280.8110
13.334	2278.1300
13.336	2274.6200
13.337	2273.7840
13.339	2273.7580
13.341	2273.1100
13.343	2271.9780
13.344	2275.6620
13.346	2272.3930
13.348	2270.9290
13.350	2268.0960
13.351	2267.3660
13.353	2267.2870
13.355	2266.7590
13.356	2266.7260
13.358	2271.7370
13.360	2271.2910
13.362	2268.9150
13.363	2268.1920
13.365	2267.9240
13.367	2268.0420
13.369	2268.0930
13.370	2271.6300
13.372	2271.8330
13.374	2268.8480
13.376	2265.8290
13.377	2266.2160
13.379	2267.0440
13.381	2268.6990
13.382	2269.0490
13.384	2271.6270
13.386	2268.5820
13.388	2266.3490
13.389	2265.4330
13.391	2265.0310
13.393	2264.1770
13.395	2263.4140
13.396	2263.8750
13.398	2264.1410
13.400	2262.6760
13.402	2260.0130
13.403	2259.7010
13.405	2260.8920
13.407	2260.9800
13.408	2260.8240
13.410	2263.1160
13.412	2263.2670
13.414	2260.2460
13.415	2257.4050
13.417	2256.6640
13.419	2255.2920
13.421	2253.5450
13.422	2253.4360
13.424	2257.4040
13.426	2256.9500
13.428	2254.6360
13.429	2253.8050
13.431	2253.8890
13.433	2252.9450
13.434	2251.3570
13.436	2253.5020
13.438	2254.2650
13.440	2252.7060
13.441	2249.3070
13.443	2250.6640
13.445	2250.2240
13.447	2248.4980
13.448	2247.9950
13.450	2252.3760
13.452	2252.2300
13.454	2249.3450
13.455	2248.3500
13.457	2248.4930
13.459	2247.1040
13.460	2245.8700
13.462	2246.9730
13.464	2250.4300
13.466	2247.8570
13.467	2245.2740
13.469	2244.1910
13.471	2242.3420
13.473	2240.9090
13.474	2241.0260
13.476	2244.1020
13.478	2244.5460
13.480	2242.1090
13.481	2239.1120
13.483	2237.6920
13.485	2237.1030
13.486	2235.7980
13.488	2235.6110
13.490	2238.5750
13.492	2237.8220
13.493	2235.6470
13.495	2232.7010
13.497	2231.1250
13.499	2230.1860
13.500	2229.4460
13.502	2230.7500
13.504	2233.0860
13.506	2230.3130
13.507	2228.0190
13.509	2227.2280
13.511	2227.4300
13.512	2227.1960
13.514	2228.0040
13.516	2232.1450
13.518	2230.6510
13.519	2228.9580
13.521	2226.3560
13.523	2225.0990
13.525	2224.0250
13.526	2224.5270
13.528	2223.6480
13.530	2226.2780
13.532	2224.9880
13.533	2223.0850
13.535	2221.2170
13.537	2220.9970
13.538	2221.8850
13.540	2221.1940
13.542	2223.8260
13.544	2226.4390
13.545	2224.5530
13.547	2221.1680
13.549	2220.1040
13.551	2220.0560
13.552	2218.6700
13.554	2217.9930
13.556	2221.2120
13.558	2220.3600
13.559	2217.8300
13.561	2215.3870
13.563	2214.2070
13.564	2213.1190
13.566	2212.2070
13.568	2213.0970
13.570	2216.7300
13.571	2214.5800
13.573	2212.3760
13.575	2209.8040
13.577	2209.9760
13.578	2210.8120
13.580	2210.3730
13.582	2213.5200
13.584	2214.1260
13.585	2211.5880
13.587	2208.9300
13.589	2208.2620
13.590	2207.5020
13.592	2206.3160
13.594	2206.4170
13.596	2210.8960
13.597	2210.2140
13.599	2207.6130
13.601	2204.9360
13.603	2204.7820
13.604	2204.3030
13.606	2204.3390
13.608	2206.2600
13.610	2208.2840
13.611	2205.1690
13.613	2201.6000
13.615	2200.8390
13.616	2199.6970
13.618	2198.3650
13.620	2197.7060
13.622	2200.8720
13.623	2201.5420
13.625	2199.9990
13.627	2197.4690
13.629	2197.4660
13.630	2197.2360
13.632	2197.8700
13.634	2198.4790
13.636	2201.1360
13.637	2199.7980
13.639	2197.4250
13.641	2195.3930
13.642	2194.3130
13.644	2193.4340
13.646	2191.9740
13.648	2193.7380
13.649	2196.1270
13.651	2193.3050
13.653	2190.8420
13.655	2190.3330
13.656	2190.7240
13.658	2191.5130
13.660	2191.9270
13.662	2196.5300
13.663	2195.1800
13.665	2194.0670
13.667	2190.8710
13.668	2189.1020
13.670	2188.1600
13.672	2186.9150
13.674	2186.2650
13.675	2187.8540
13.677	2184.6800
13.679	2182.4730
13.681	2180.0840
13.682	2180.1220
13.684	2180.5490
13.686	2179.2790
13.688	2182.4530
13.689	2183.8230
13.691	2182.7620
13.693	2180.5130
13.694	2179.9080
13.696	2180.4370
13.698	2179.9360
13.700	2180.0280
13.701	2182.5950
13.703	2181.4190
13.705	2178.8370
13.707	2175.2410
13.708	2174.4190
13.710	2173.5050
13.712	2173.0920
13.714	2173.6100
13.715	2177.3410
13.717	2174.6200
13.719	2172.6100
13.720	2171.6190
13.722	2171.4700
13.724	2170.8880
13.726	2170.0300
13.727	2172.8740
13.729	2173.4640
13.731	2171.0770
13.733	2167.8720
13.734	2167.6810
13.736	2167.6080
13.738	2166.3040
13.740	2166.9920
13.741	2171.1040
13.743	2169.3700
13.745	2168.6980
13.746	2168.4970
13.748	2168.2730
13.750	2167.3270
13.752	2166.6550
13.753	2167.8100
13.755	2170.1570
13.757	2167.5470
13.759	2164.3920
13.760	2162.3150
13.762	2161.0730
13.764	2159.8420
13.766	2160.1140
13.767	2164.7430
13.769	2164.5980
13.771	2163.0150
13.772	2160.6310
13.774	2160.0750
13.776	2159.8610
13.778	2159.0450
13.779	2159.2110
13.781	2163.0740
13.783	2161.0570
13.785	2159.5230
13.786	2157.1850
13.788	2156.3800
13.790	2155.6830
13.792	2154.7180
13.793	2157.5310
13.795	2158.5690
13.797	2155.3470
13.798	2152.1890
13.800	2151.0750
13.802	2148.8740
13.804	2147.3600
13.805	2147.5940
13.807	2151.4020
13.809	2151.1340
13.811	2151.0720
13.812	2147.8670
13.814	2146.8160
13.816	2146.2120
13.818	2146.2770
13.819	2147.5180
13.821	2150.3930
13.823	2147.3430
13.825	2143.5780
13.826	2140.4690
13.828	2140.0070
13.830	2139.4750
13.831	2139.0190
13.833	2141.0980
13.835	2142.0110
13.837	2140.2000
13.838	2139.6880
13.840	2139.0020
13.842	2138.3190
13.844	2136.7690
13.845	2136.9850
13.847	2140.7830
13.849	2140.0000
13.851	2138.4050
13.852	2135.3960
13.854	2133.8310
13.856	2134.1450
13.857	2134.2210
13.859	2136.9770
13.861	2140.0530
13.863	2137.9870
13.864	2137.6990
13.866	2135.6160
13.868	2135.3670
13.870	2134.1980
13.871	2132.4580
13.873	2134.9600
13.875	2135.5150
13.877	2133.8950
13.878	2130.4940
13.880	2127.5970
13.882	2127.1180
13.883	2126.3110
13.885	2127.7320
13.887	2131.6170
13.889	2131.4980
13.890	2129.7010
13.892	2125.5270
13.894	2125.6210
13.896	2125.7290
13.897	2124.1390
13.899	2125.6300
13.901	2128.6510
13.903	2126.2870
13.904	2123.9140
13.906	2121.3350
13.908	2121.2600
13.909	2120.2110
13.911	2120.6700
13.913	2124.6400
13.915	2123.8890
13.916	2121.0550
13.918	2117.6290
13.920	2116.9040
13.922	2116.4410
13.923	2115.6690
13.925	2116.0120
13.927	2119.1390
13.929	2117.4950
13.930	2116.2780
13.932	2114.0730
13.934	2114.2370
13.935	2112.1360
13.937	2111.1180
13.939	2113.9030
13.941	2115.8100
13.942	2112.2060
13.944	2110.4430
13.946	2108.8970
13.948	2108.2620
13.949	2108.6120
13.951	2109.8110
13.953	2114.1900
13.955	2113.8830
13.956	2113.2580
13.958	2111.4390
13.960	2110.2960
13.961	2110.0080
13.963	2110.1970
13.965	2111.5030
13.967	2113.8470
13.968	2111.1180
13.970	2109.6000
13.972	2107.0940
13.974	2106.1880
13.975	2106.3190
13.977	2107.1210
13.979	2110.2820
13.981	2111.0050
13.982	2108.1920
13.984	2106.6220
13.986	2104.0130
13.987	2103.7540
13.989	2104.0470
13.991	2103.6730
13.993	2105.6630
13.994	2105.5200
13.996	2104.6660
13.998	2101.3090
14.000	2100.9840
14.001	2100.6790
14.003	2100.8530
14.005	2102.3680
14.007	2104.7550
14.008	2102.2810
14.010	2100.1560
14.012	2096.6250
14.013	2095.2190
14.015	2095.1320
14.017	2094.0620
14.019	2096.8930
14.020	2096.9830
14.022	2095.2010
14.024	2092.3540
14.026	2091.2720
14.027	2090.9440
14.029	2091.0330
14.031	2091.3190
14.033	2093.8180
14.034	2093.3400
14.036	2090.9860
14.038	2088.2710
14.039	2088.5090
14.041	2088.0360
14.043	2087.5440
14.045	2090.2970
14.046	2092.6560
14.048	2090.7300
14.050	2087.8930
14.052	2085.5960
14.053	2084.7690
14.055	2084.1410
14.057	2083.2500
14.059	2085.7900
14.060	2085.5810
14.062	2083.1420
14.064	2080.5200
14.065	2080.0840
14.067	2079.8730
14.069	2078.0240
14.071	2079.6030
14.072	2083.8710
14.074	2082.7610
14.076	2081.1230
14.078	2078.3190
14.079	2079.3340
14.081	2079.2630
14.083	2080.1310
14.085	2084.3970
14.086	2086.0940
14.088	2082.9900
14.090	2080.0200
14.091	2078.8040
14.093	2077.5130
14.095	2076.1090
14.097	2074.3450
14.098	2075.6660
14.100	2074.4160
14.102	2072.5300
14.104	2070.6330
14.105	2069.9660
14.107	2068.9960
14.109	2068.2260
14.111	2069.9610
14.112	2074.1300
14.114	2071.8510
14.116	2069.4780
14.117	2067.1660
14.119	2067.3120
14.121	2066.2140
14.123	2066.2950
14.124	2070.1130
14.126	2071.4400
14.128	2068.6770
14.130	2066.3010
14.131	2062.5110
14.133	2061.4780
14.135	2061.2380
14.137	2061.3360
14.138	2063.2110
14.140	2060.9610
14.142	2058.5520
14.143	2057.1640
14.145	2055.7630
14.147	2054.5460
14.149	2052.2160
14.150	2053.0350
14.152	2054.8170
14.154	2052.2150
14.156	2051.2950
14.157	2048.9630
14.159	2047.8100
14.161	2048.3050
14.163	2048.2420
14.164	2050.7660
14.166	2051.1360
14.168	2048.9820
14.169	2048.0790
14.171	2047.8370
14.173	2047.5790
14.175	2047.8440
14.176	2048.9520
14.178	2052.6230
14.180	2052.8670
14.182	2051.2630
14.183	2047.8660
14.185	2047.1500
14.187	2047.1340
14.189	2047.0650
14.190	2049.4950
14.192	2051.8650
14.194	2049.2540
14.195	2048.0970
14.197	2046.6870
14.199	2046.2560
14.201	2048.2120
14.202	2048.7970
14.204	2050.7670
14.206	2050.7200
14.208	2048.8820
14.209	2047.0760
14.211	2044.3570
14.213	2045.1310
14.215	2044.0900
14.216	2043.7770
14.218	2046.6990
14.220	2046.4790
14.221	2045.6440
14.223	2043.0900
14.225	2043.3310
14.227	2043.1050
14.228	2042.4800
14.230	2045.3880
14.232	2048.1930
14.234	2045.4370
14.235	2042.6950
14.237	2040.1410
14.239	2040.1340
14.241	2038.7940
14.242	2038.2610
14.244	2040.7980
14.246	2040.3240
14.247	2037.8780
14.249	2035.1190
14.251	2032.9820
14.253	2031.8870
14.254	2030.9140
14.256	2033.1790
14.258	2036.7850
14.260	2034.9950
14.261	2032.6050
14.263	2029.3220
14.265	2029.7500
14.267	2029.9790
14.268	2028.9080
14.270	2031.1790
14.272	2031.7070
14.273	2028.2810
14.275	2026.9000
14.277	2025.2130
14.279	2024.9170
14.280	2024.4850
14.282	2025.8750
14.284	2028.2270
14.286	2027.3020
14.287	2025.4720
14.289	2024.9100
14.291	2023.6420
14.293	2022.7370
14.294	2021.6210
14.296	2024.1370
14.298	2027.4140
14.299	2025.4500
14.301	2024.4120
14.303	2022.1680
14.305	2021.1490
14.306	2021.4380
14.308	2021.4070
14.310	2022.6890
14.312	2022.6450
14.313	2019.3380
14.315	2017.8000
14.317	2015.7520
14.319	2014.0960
14.320	2013.4380
14.322	2014.1570
14.324	2017.1280
14.325	2016.0780
14.327	2015.1710
14.329	2013.8720
14.331	2012.6260
14.332	2012.4670
14.334	2012.3540
14.336	2015.6130
14.338	2017.2120
14.339	2015.6030
14.341	2013.9350
14.343	2010.6370
14.345	2009.3480
14.346	2009.9050
14.348	2009.9710
14.350	2011.6590
14.351	2012.5560
14.353	2009.8520
14.355	2008.5940
14.357	2008.0740
14.358	2008.1730
14.360	2007.2500
14.362	2007.9930
14.364	2011.4880
14.365	2011.5710
14.367	2009.8840
14.369	2007.6940
14.371	2005.9330
14.372	2005.6130
14.374	2005.0030
14.376	2007.3690
14.377	2009.3360
14.379	2007.0030
14.381	2004.3350
14.383	2000.3100
14.384	2000.0510
14.386	1999.9260
14.388	1999.0230
14.390	2002.3560
14.391	2002.0760
14.393	1999.7850
14.395	1997.0460
14.397	1996.0970
14.398	1996.6540
14.400	1996.5640
14.402	1998.1840
14.404	2001.6110
14.405	2000.6310
14.407	1999.1210
14.409	1997.3700
14.410	1997.8230
14.412	1997.1100
14.414	1997.5550
14.416	1999.7460
14.417	2001.0470
14.419	1998.6560
14.421	1996.5980
14.423	1994.3240
14.424	1994.0280
14.426	1993.8080
14.428	1995.0770
14.430	1997.4560
14.431	1996.7880
14.433	1993.7120
14.435	1991.3750
14.436	1989.6070
14.438	1989.0240
14.440	1988.1220
14.442	1989.1080
14.443	1991.7470
14.445	1990.1980
14.447	1989.0900
14.449	1987.3010
14.450	1985.4460
14.452	1984.5290
