#2th	#Int
18.8840	1307.5712
18.8850	1308.4128
18.8860	1308.2055
18.8870	1307.9198
18.8880	1307.5276
18.8890	1308.1357
18.8900	1308.1049
18.8910	1308.0424
18.8920	1307.8393
18.8930	1308.5821
18.8940	1308.4452
18.8950	1308.5393
18.8960	1307.3872
18.8970	1306.7944
18.8980	1306.3638
18.8990	1307.3555
18.9000	1305.5341
18.9010	1305.0156
18.9020	1305.0552
18.9030	1304.9130
18.9040	1304.6725
18.9050	1305.0344
18.9060	1305.2301
18.9070	1305.7932
18.9080	1305.8203
18.9090	1305.6349
18.9100	1304.0236
18.9110	1303.4389
18.9120	1301.8635
18.9130	1301.7429
18.9140	1300.6667
18.9150	1300.7007
18.9160	1300.6536
18.9170	1301.4423
18.9180	1302.4716
18.9190	1302.6193
18.9200	1303.0525
18.9210	1302.7525
18.9220	1302.5639
18.9230	1301.7643
18.9240	1301.4726
18.9250	1301.9661
18.9260	1302.7899
18.9270	1302.1197
18.9280	1300.5863
18.9290	1301.0901
18.9300	1301.1074
18.9310	1300.9821
18.9320	1301.0440
18.9330	1301.0778
18.9340	1301.0728
18.9350	1301.5799
18.9360	1301.0051
18.9370	1300.5903
18.9380	1299.7034
18.9390	1298.3796
18.9400	1298.0976
18.9410	1297.2355
18.9420	1297.6604
18.9430	1297.8272
18.9440	1299.3700
18.9450	1299.9510
18.9460	1299.0760
18.9470	1297.0659
18.9480	1297.6214
18.9490	1298.1717
18.9500	1297.4185
18.9510	1297.4148
18.9520	1298.1633
18.9530	1296.8014
18.9540	1298.0839
18.9550	1297.2889
18.9560	1298.3109
18.9570	1299.2564
18.9580	1299.7958
18.9590	1300.2661
18.9600	1299.8101
18.9610	1299.7442
18.9620	1299.1327
18.9630	1298.8441
18.9640	1297.5701
18.9650	1296.9463
18.9660	1296.3653
18.9670	1297.0393
18.9680	1296.5816
18.9690	1296.1127
18.9700	1295.3244
18.9710	1296.1156
18.9720	1295.9430
18.9730	1294.8287
18.9740	1295.2687
18.9750	1295.3947
18.9760	1295.1804
18.9770	1295.1210
18.9780	1295.1881
18.9790	1294.4868
18.9800	1293.6237
18.9810	1294.8366
18.9820	1294.8251
18.9830	1294.8975
18.9840	1293.9481
18.9850	1295.8624
18.9860	1295.8351
18.9870	1295.5985
18.9880	1295.5051
18.9890	1296.7485
18.9900	1295.8972
18.9910	1295.9972
18.9920	1295.7972
18.9930	1296.2436
18.9940	1297.0472
18.9950	1297.1409
18.9960	1296.8693
18.9970	1296.6645
18.9980	1296.4654
18.9990	1295.2031
19.0000	1294.0992
19.0010	1294.3895
19.0020	1293.5219
19.0030	1293.1678
19.0040	1292.8154
19.0050	1292.3414
19.0060	1290.6307
19.0070	1289.8818
19.0080	1289.5912
19.0090	1289.2576
19.0100	1289.1739
19.0110	1289.0279
19.0120	1288.9755
19.0130	1288.2314
19.0140	1287.5576
19.0150	1287.4755
19.0160	1287.7309
19.0170	1287.1555
19.0180	1287.7555
19.0190	1287.5325
19.0200	1286.5492
19.0210	1286.9926
19.0220	1287.4452
19.0230	1287.9933
19.0240	1287.6641
19.0250	1288.4502
19.0260	1288.8766
19.0270	1289.0480
19.0280	1289.0263
19.0290	1289.0684
19.0300	1289.0114
19.0310	1288.7434
19.0320	1288.7910
19.0330	1289.8916
19.0340	1289.7014
19.0350	1289.0300
19.0360	1288.4718
19.0370	1288.3915
19.0380	1288.5169
19.0390	1288.2229
19.0400	1288.0426
19.0410	1289.0208
19.0420	1289.7712
19.0430	1290.1685
19.0440	1289.7130
19.0450	1291.0261
19.0460	1290.1256
19.0470	1290.2923
19.0480	1290.9932
19.0490	1290.1471
19.0500	1290.6163
19.0510	1290.3918
19.0520	1289.9040
19.0530	1289.6004
19.0540	1288.5640
19.0550	1289.0291
19.0560	1289.8522
19.0570	1290.7644
19.0580	1290.4663
19.0590	1289.5330
19.0600	1290.3762
19.0610	1289.7296
19.0620	1289.6062
19.0630	1288.8313
19.0640	1287.8582
19.0650	1287.0669
19.0660	1285.5252
19.0670	1284.9923
19.0680	1285.1092
19.0690	1284.4185
19.0700	1284.4637
19.0710	1285.0315
19.0720	1285.4458
19.0730	1284.6098
19.0740	1285.3796
19.0750	1284.8696
19.0760	1283.7847
19.0770	1282.1710
19.0780	1281.1337
19.0790	1282.1397
19.0800	1282.4971
19.0810	1281.6469
19.0820	1282.2912
19.0830	1283.1992
19.0840	1283.3985
19.0850	1283.4777
19.0860	1283.6408
19.0870	1283.5286
19.0880	1283.7162
19.0890	1283.4750
19.0900	1282.2661
19.0910	1282.0972
19.0920	1281.2405
19.0930	1280.8548
19.0940	1280.8259
19.0950	1280.5859
19.0960	1281.2282
19.0970	1282.3441
19.0980	1283.5653
19.0990	1283.9499
19.1000	1282.2832
19.1010	1283.1305
19.1020	1282.2929
19.1030	1280.9313
19.1040	1279.4851
19.1050	1278.6613
19.1060	1279.0637
19.1070	1278.8579
19.1080	1279.4226
19.1090	1279.3958
19.1100	1279.4685
19.1110	1279.9019
19.1120	1279.5837
19.1130	1279.0789
19.1140	1279.0220
19.1150	1279.0271
19.1160	1278.1202
19.1170	1276.3952
19.1180	1275.3857
19.1190	1273.9259
19.1200	1273.4080
19.1210	1273.6528
19.1220	1272.2808
19.1230	1272.5782
19.1240	1273.2593
19.1250	1271.7069
19.1260	1271.4873
19.1270	1270.9010
19.1280	1271.0252
19.1290	1271.0848
19.1300	1271.1894
19.1310	1270.4433
19.1320	1271.3291
19.1330	1272.3767
19.1340	1272.2984
19.1350	1272.0363
19.1360	1272.5681
19.1370	1271.8808
19.1380	1273.7284
19.1390	1273.9558
19.1400	1275.1456
19.1410	1275.3327
19.1420	1275.0601
19.1430	1275.5512
19.1440	1275.4734
19.1450	1275.2079
19.1460	1276.2472
19.1470	1276.7934
19.1480	1277.0274
19.1490	1276.2730
19.1500	1276.0428
19.1510	1276.0198
19.1520	1275.4067
19.1530	1275.0310
19.1540	1274.4814
19.1550	1274.4001
19.1560	1274.2961
19.1570	1273.5548
19.1580	1274.8622
19.1590	1273.5372
19.1600	1272.9216
19.1610	1272.3020
19.1620	1271.9297
19.1630	1273.0149
19.1640	1273.0755
19.1650	1271.9028
19.1660	1272.6028
19.1670	1272.0693
19.1680	1271.5370
19.1690	1270.9638
19.1700	1271.9734
19.1710	1271.6202
19.1720	1270.8155
19.1730	1271.3095
19.1740	1271.0551
19.1750	1271.3270
19.1760	1270.8028
19.1770	1271.7951
19.1780	1272.1475
19.1790	1271.6903
19.1800	1271.4838
19.1810	1270.8863
19.1820	1271.0594
19.1830	1271.1732
19.1840	1269.5611
19.1850	1268.9714
19.1860	1270.2868
19.1870	1270.0269
19.1880	1270.8693
19.1890	1271.6642
19.1900	1271.9906
19.1910	1270.5550
19.1920	1269.2801
19.1930	1268.9170
19.1940	1269.0083
19.1950	1268.7621
19.1960	1268.6168
19.1970	1269.6793
19.1980	1268.5743
19.1990	1269.2457
19.2000	1269.7455
19.2010	1269.9174
19.2020	1270.5829
19.2030	1270.5201
19.2040	1269.9141
19.2050	1269.9617
19.2060	1269.4491
19.2070	1269.1797
19.2080	1268.7795
19.2090	1268.9900
19.2100	1268.7658
19.2110	1267.3591
19.2120	1267.5674
19.2130	1267.9328
19.2140	1268.9930
19.2150	1268.7232
19.2160	1268.6836
19.2170	1268.0448
19.2180	1267.0089
19.2190	1265.9758
19.2200	1264.8552
19.2210	1264.3452
19.2220	1264.6793
19.2230	1264.2472
19.2240	1263.2645
19.2250	1263.5229
19.2260	1261.9705
19.2270	1262.2668
19.2280	1261.4886
19.2290	1260.3154
19.2300	1259.9043
19.2310	1259.9483
19.2320	1259.8888
19.2330	1259.2400
19.2340	1259.0577
19.2350	1258.3397
19.2360	1258.1016
19.2370	1257.8078
19.2380	1257.8316
19.2390	1257.4352
19.2400	1258.5206
19.2410	1258.0221
19.2420	1256.9006
19.2430	1257.0832
19.2440	1257.5022
19.2450	1258.0774
19.2460	1258.2187
19.2470	1259.6624
19.2480	1259.2364
19.2490	1259.7586
19.2500	1260.8015
19.2510	1259.8885
19.2520	1259.1639
19.2530	1260.2651
19.2540	1261.3518
19.2550	1262.0786
19.2560	1261.6159
19.2570	1261.9016
19.2580	1262.0375
19.2590	1262.4090
19.2600	1262.1614
19.2610	1261.7758
19.2620	1261.5023
19.2630	1262.4121
19.2640	1261.8787
19.2650	1262.1776
19.2660	1262.1776
19.2670	1261.8703
19.2680	1262.2467
19.2690	1262.5133
19.2700	1262.8894
19.2710	1262.1561
19.2720	1261.2702
19.2730	1260.6730
19.2740	1259.8857
19.2750	1260.1888
19.2760	1258.8158
19.2770	1258.3708
19.2780	1257.8529
19.2790	1257.1540
19.2800	1256.8467
19.2810	1256.9162
19.2820	1255.9876
19.2830	1255.7611
19.2840	1255.8867
19.2850	1256.0285
19.2860	1256.5702
19.2870	1256.4690
19.2880	1256.7993
19.2890	1256.4663
19.2900	1257.0724
19.2910	1256.3027
19.2920	1256.6479
19.2930	1258.1938
19.2940	1258.0609
19.2950	1258.2322
19.2960	1257.7603
19.2970	1257.7473
19.2980	1257.9973
19.2990	1259.2890
19.3000	1259.9365
19.3010	1258.7915
19.3020	1259.1540
19.3030	1259.7373
19.3040	1260.0183
19.3050	1259.1326
19.3060	1257.4098
19.3070	1255.8231
19.3080	1256.0691
19.3090	1255.1810
19.3100	1255.7415
19.3110	1255.5402
19.3120	1256.2449
19.3130	1255.6854
19.3140	1255.2288
19.3150	1255.9808
19.3160	1254.9540
19.3170	1253.2800
19.3180	1252.5787
19.3190	1253.6383
19.3200	1252.0391
19.3210	1252.1062
19.3220	1253.2777
19.3230	1252.5800
19.3240	1253.2864
19.3250	1253.1078
19.3260	1251.8142
19.3270	1253.5594
19.3280	1253.1898
19.3290	1252.7295
19.3300	1253.4834
19.3310	1251.0311
19.3320	1248.5549
19.3330	1247.7087
19.3340	1248.3605
19.3350	1248.6026
19.3360	1246.9557
19.3370	1246.8426
19.3380	1247.8962
19.3390	1248.1105
19.3400	1246.8010
19.3410	1247.3050
19.3420	1246.8294
19.3430	1246.0152
19.3440	1246.2723
19.3450	1244.2961
19.3460	1245.4330
19.3470	1246.2939
19.3480	1244.9447
19.3490	1245.3844
19.3500	1244.9260
19.3510	1244.6244
19.3520	1245.1244
19.3530	1246.1721
19.3540	1245.9230
19.3550	1244.8982
19.3560	1245.7037
19.3570	1247.6363
19.3580	1247.3684
19.3590	1246.1482
19.3600	1247.2553
19.3610	1247.1125
19.3620	1246.6244
19.3630	1246.9672
19.3640	1247.7648
19.3650	1247.5506
19.3660	1248.8521
19.3670	1247.9432
19.3680	1248.9504
19.3690	1248.8353
19.3700	1248.6829
19.3710	1249.0079
19.3720	1247.6323
19.3730	1248.9108
19.3740	1249.4000
19.3750	1248.7393
19.3760	1247.8464
19.3770	1245.4940
19.3780	1244.4464
19.3790	1243.9524
19.3800	1245.6017
19.3810	1244.9275
19.3820	1245.2736
19.3830	1245.1879
19.3840	1243.3394
19.3850	1242.3573
19.3860	1241.5525
19.3870	1241.2093
19.3880	1241.7181
19.3890	1241.1345
19.3900	1241.9308
19.3910	1241.2023
19.3920	1240.8416
19.3930	1241.8195
19.3940	1241.1361
19.3950	1240.8068
19.3960	1241.3173
19.3970	1241.6689
19.3980	1243.1344
19.3990	1243.3626
19.4000	1244.3872
19.4010	1244.1665
19.4020	1243.7701
19.4030	1243.0858
19.4040	1243.0525
19.4050	1243.8653
19.4060	1244.7316
19.4070	1245.3856
19.4080	1245.4854
19.4090	1244.1375
19.4100	1244.1943
19.4110	1243.9033
19.4120	1245.3652
19.4130	1244.9523
19.4140	1244.9215
19.4150	1245.3233
19.4160	1244.8539
19.4170	1245.5366
19.4180	1245.5104
19.4190	1244.6413
19.4200	1243.7604
19.4210	1243.6369
19.4220	1243.2358
19.4230	1244.3733
19.4240	1246.1638
19.4250	1245.2590
19.4260	1245.4488
19.4270	1244.7583
19.4280	1243.5609
19.4290	1243.2113
19.4300	1243.0153
19.4310	1242.3665
19.4320	1242.6886
19.4330	1241.5259
19.4340	1240.9480
19.4350	1240.5334
19.4360	1239.8554
19.4370	1239.8507
19.4380	1237.9676
19.4390	1237.7533
19.4400	1238.3894
19.4410	1238.4132
19.4420	1237.6473
19.4430	1237.6532
19.4440	1236.3707
19.4450	1234.5421
19.4460	1235.7286
19.4470	1235.6098
19.4480	1235.6952
19.4490	1236.7775
19.4500	1235.9101
19.4510	1235.3816
19.4520	1234.5899
19.4530	1233.8300
19.4540	1233.8736
19.4550	1234.2938
19.4560	1233.4593
19.4570	1233.1522
19.4580	1233.5903
19.4590	1235.9052
19.4600	1236.4548
19.4610	1235.9318
19.4620	1236.6708
19.4630	1237.1771
19.4640	1236.1533
19.4650	1236.6546
19.4660	1236.8090
19.4670	1235.9969
19.4680	1235.7058
19.4690	1235.0259
19.4700	1235.4204
19.4710	1236.5156
19.4720	1237.1727
19.4730	1238.1584
19.4740	1238.4648
19.4750	1237.5981
19.4760	1237.7421
19.4770	1238.5973
19.4780	1237.8235
19.4790	1237.2180
19.4800	1235.3271
19.4810	1234.8661
19.4820	1233.9156
19.4830	1232.8157
19.4840	1232.0490
19.4850	1232.3252
19.4860	1231.7943
19.4870	1231.4526
19.4880	1231.3727
19.4890	1230.3723
19.4900	1230.6612
19.4910	1229.9552
19.4920	1229.2409
19.4930	1229.4479
19.4940	1229.7241
19.4950	1228.8367
19.4960	1229.7354
19.4970	1229.3513
19.4980	1229.0726
19.4990	1229.5646
19.5000	1229.2324
19.5010	1229.2364
19.5020	1229.2617
19.5030	1229.9218
19.5040	1230.2464
19.5050	1231.5202
19.5060	1231.7226
19.5070	1231.4603
19.5080	1231.6547
19.5090	1231.9871
19.5100	1232.3041
19.5110	1231.0588
19.5120	1231.5231
19.5130	1231.6682
19.5140	1231.1885
19.5150	1229.8304
19.5160	1230.5756
19.5170	1230.7007
19.5180	1230.6602
19.5190	1231.1392
19.5200	1231.9091
19.5210	1232.9108
19.5220	1232.9507
19.5230	1233.0780
19.5240	1232.6900
19.5250	1233.1250
19.5260	1231.9520
19.5270	1231.5711
19.5280	1232.2483
19.5290	1232.0351
19.5300	1231.0510
19.5310	1231.4368
19.5320	1232.1543
19.5330	1231.1789
19.5340	1230.1952
19.5350	1230.1791
19.5360	1230.7347
19.5370	1229.5508
19.5380	1228.6508
19.5390	1228.5463
19.5400	1228.1923
19.5410	1227.6632
19.5420	1226.8801
19.5430	1226.2174
19.5440	1225.8630
19.5450	1225.6273
19.5460	1225.3042
19.5470	1226.7271
19.5480	1227.5248
19.5490	1230.2003
19.5500	1232.7270
19.5510	1232.4889
19.5520	1230.8520
19.5530	1231.0697
19.5540	1230.8589
19.5550	1231.8214
19.5560	1231.8531
19.5570	1231.6198
19.5580	1232.4829
19.5590	1231.1178
19.5600	1230.8295
19.5610	1230.9961
19.5620	1232.4062
19.5630	1233.0014
19.5640	1232.3088
19.5650	1233.6084
19.5660	1233.3758
19.5670	1233.5829
19.5680	1232.2813
19.5690	1231.3289
19.5700	1227.2456
19.5710	1224.5273
19.5720	1225.4877
19.5730	1227.0591
19.5740	1225.9929
19.5750	1226.9923
19.5760	1229.2494
19.5770	1227.1573
19.5780	1227.2764
19.5790	1226.2466
19.5800	1228.0032
19.5810	1227.7096
19.5820	1227.0286
19.5830	1225.1715
19.5840	1225.2072
19.5850	1226.5644
19.5860	1225.3104
19.5870	1224.9413
19.5880	1224.0812
19.5890	1223.4622
19.5900	1223.8431
19.5910	1225.8074
19.5920	1225.3907
19.5930	1224.6304
19.5940	1224.7665
19.5950	1225.5760
19.5960	1225.2808
19.5970	1222.7391
19.5980	1224.0486
19.5990	1223.8105
19.6000	1225.1518
19.6010	1225.4190
19.6020	1223.6650
19.6030	1223.8222
19.6040	1224.5523
19.6050	1224.6118
19.6060	1224.6731
19.6070	1224.0649
19.6080	1224.9618
19.6090	1224.6856
19.6100	1224.7729
19.6110	1225.1856
19.6120	1223.8739
19.6130	1223.8798
19.6140	1224.0317
19.6150	1223.6832
19.6160	1222.6269
19.6170	1222.4840
19.6180	1223.1507
19.6190	1223.4856
19.6200	1223.1245
19.6210	1221.7952
19.6220	1220.6529
19.6230	1222.7958
19.6240	1222.9327
19.6250	1222.6608
19.6260	1221.5803
19.6270	1221.2619
19.6280	1220.8192
19.6290	1220.3097
19.6300	1220.1097
19.6310	1220.7473
19.6320	1219.2631
19.6330	1218.8306
19.6340	1218.9728
19.6350	1218.9781
19.6360	1218.8286
19.6370	1220.2139
19.6380	1219.4044
19.6390	1217.5698
19.6400	1217.6296
19.6410	1217.2347
19.6420	1217.2784
19.6430	1217.4849
19.6440	1216.2229
19.6450	1215.9551
19.6460	1215.3171
19.6470	1215.1076
19.6480	1214.3410
19.6490	1216.0729
19.6500	1215.5872
19.6510	1215.0514
19.6520	1214.0091
19.6530	1213.7689
19.6540	1214.1877
19.6550	1214.3185
19.6560	1213.6471
19.6570	1212.9197
19.6580	1212.1800
19.6590	1211.1744
19.6600	1211.1101
19.6610	1210.3487
19.6620	1210.2317
19.6630	1210.3904
19.6640	1210.1648
19.6650	1210.9839
19.6660	1210.2788
19.6670	1210.7710
19.6680	1210.8023
19.6690	1210.8499
19.6700	1210.5233
19.6710	1211.3817
19.6720	1210.8340
19.6730	1211.3299
19.6740	1212.2263
19.6750	1211.4882
19.6760	1210.8651
19.6770	1211.4532
19.6780	1211.4854
19.6790	1210.9827
19.6800	1211.8311
19.6810	1212.1377
19.6820	1212.3665
19.6830	1212.9491
19.6840	1212.8633
19.6850	1212.1815
19.6860	1212.2845
19.6870	1211.9395
19.6880	1210.6100
19.6890	1210.4759
19.6900	1211.6247
19.6910	1209.8820
19.6920	1209.3523
19.6930	1210.0368
19.6940	1209.5647
19.6950	1208.5912
19.6960	1209.2404
19.6970	1208.5521
19.6980	1208.2544
19.6990	1207.9994
19.7000	1208.1295
19.7010	1206.8385
19.7020	1206.5724
19.7030	1206.6070
19.7040	1206.3594
19.7050	1206.3380
19.7060	1206.2581
19.7070	1205.6403
19.7080	1206.2718
19.7090	1206.7780
19.7100	1206.0089
19.7110	1205.3899
19.7120	1206.1868
19.7130	1205.7877
19.7140	1205.8651
19.7150	1205.4494
19.7160	1205.7668
19.7170	1205.8430
19.7180	1205.8933
19.7190	1205.7902
19.7200	1206.2904
19.7210	1206.3238
19.7220	1207.0966
19.7230	1207.5442
19.7240	1206.8240
19.7250	1206.4600
19.7260	1206.6728
19.7270	1206.9769
19.7280	1206.7713
19.7290	1206.4826
19.7300	1206.5692
19.7310	1207.3383
19.7320	1206.6551
19.7330	1206.0340
19.7340	1205.5343
19.7350	1205.0621
19.7360	1204.8885
19.7370	1204.9967
19.7380	1202.6979
19.7390	1203.4086
19.7400	1203.4014
19.7410	1203.6382
19.7420	1202.7436
19.7430	1202.8617
19.7440	1203.2308
19.7450	1203.3540
19.7460	1203.6993
19.7470	1203.9772
19.7480	1202.7730
19.7490	1202.7176
19.7500	1202.1272
19.7510	1201.4919
19.7520	1201.2419
19.7530	1201.4033
19.7540	1200.9610
19.7550	1200.4829
19.7560	1200.7527
19.7570	1200.9901
19.7580	1200.1617
19.7590	1201.5491
19.7600	1201.1991
19.7610	1201.2190
19.7620	1200.0083
19.7630	1200.1340
19.7640	1198.8340
19.7650	1198.7804
19.7660	1199.5292
19.7670	1198.3955
19.7680	1197.3809
19.7690	1198.8441
19.7700	1198.7484
19.7710	1199.0818
19.7720	1199.0532
19.7730	1199.3454
19.7740	1199.9671
19.7750	1200.0962
19.7760	1201.5360
19.7770	1200.3812
19.7780	1199.3700
19.7790	1199.8629
19.7800	1200.0553
19.7810	1199.9089
19.7820	1199.6994
19.7830	1199.7803
19.7840	1200.1684
19.7850	1200.8854
19.7860	1200.7490
19.7870	1200.4571
19.7880	1200.4197
19.7890	1200.1650
19.7900	1200.3782
19.7910	1200.2574
19.7920	1199.5211
19.7930	1200.0244
19.7940	1199.9545
19.7950	1199.2574
19.7960	1199.8621
19.7970	1199.2339
19.7980	1200.3934
19.7990	1201.7680
19.8000	1201.9635
19.8010	1201.2302
19.8020	1201.8266
19.8030	1201.6478
19.8040	1201.7430
19.8050	1201.5882
19.8060	1201.7361
19.8070	1201.4807
19.8080	1201.5294
19.8090	1201.2715
19.8100	1200.1632
19.8110	1199.5894
19.8120	1199.8340
19.8130	1200.9322
19.8140	1200.5169
19.8150	1200.2141
19.8160	1198.6685
19.8170	1197.9399
19.8180	1197.9697
19.8190	1197.5502
19.8200	1197.2160
19.8210	1197.2852
19.8220	1198.3256
19.8230	1197.6161
19.8240	1197.2807
19.8250	1196.9557
19.8260	1196.6898
19.8270	1197.4143
19.8280	1196.4905
19.8290	1195.0059
19.8300	1195.3877
19.8310	1195.7984
19.8320	1195.5925
19.8330	1195.1064
19.8340	1194.2429
19.8350	1194.5373
19.8360	1194.3416
19.8370	1195.3405
19.8380	1195.3547
19.8390	1195.2183
19.8400	1195.7441
19.8410	1195.6035
19.8420	1194.4535
19.8430	1192.7083
19.8440	1191.7142
19.8450	1191.0761
19.8460	1191.0290
19.8470	1190.4555
19.8480	1189.7820
19.8490	1190.8487
19.8500	1192.4292
19.8510	1192.3248
19.8520	1192.4290
19.8530	1192.0755
19.8540	1192.3915
19.8550	1191.5078
19.8560	1190.5515
19.8570	1191.0023
19.8580	1189.8250
19.8590	1189.8146
19.8600	1188.8656
19.8610	1188.0481
19.8620	1187.6522
19.8630	1188.1361
19.8640	1188.5957
19.8650	1190.0683
19.8660	1190.2025
19.8670	1191.3270
19.8680	1191.9084
19.8690	1191.0229
19.8700	1189.8789
19.8710	1188.4996
19.8720	1188.1603
19.8730	1188.3119
19.8740	1188.2264
19.8750	1187.3983
19.8760	1188.7741
19.8770	1189.1800
19.8780	1187.3183
19.8790	1188.0033
19.8800	1188.0163
19.8810	1188.5112
19.8820	1187.9708
19.8830	1187.5682
19.8840	1187.3455
19.8850	1187.7112
19.8860	1187.5202
19.8870	1188.1087
19.8880	1187.0373
19.8890	1187.0352
19.8900	1187.3025
19.8910	1187.2489
19.8920	1187.2871
19.8930	1188.9246
19.8940	1188.3425
19.8950	1188.8272
19.8960	1190.1878
19.8970	1189.8021
19.8980	1189.1354
19.8990	1189.8867
19.9000	1190.0219
19.9010	1190.0925
19.9020	1190.6570
19.9030	1192.0180
19.9040	1193.1490
19.9050	1192.1798
19.9060	1191.7071
19.9070	1191.2617
19.9080	1191.2533
19.9090	1191.5715
19.9100	1190.5935
19.9110	1190.1173
19.9120	1190.9458
19.9130	1191.1565
19.9140	1189.8166
19.9150	1190.7928
19.9160	1190.5301
19.9170	1189.7629
19.9180	1189.5615
19.9190	1189.3496
19.9200	1188.7378
19.9210	1188.8963
19.9220	1188.7563
19.9230	1187.7849
19.9240	1186.3267
19.9250	1184.8284
19.9260	1185.6865
19.9270	1186.0039
19.9280	1185.8430
19.9290	1185.7620
19.9300	1185.7712
19.9310	1186.6617
19.9320	1188.0484
19.9330	1187.4143
19.9340	1187.3817
19.9350	1189.2079
19.9360	1189.0871
19.9370	1189.1136
19.9380	1188.4708
19.9390	1188.3655
19.9400	1189.4789
19.9410	1190.2170
19.9420	1190.4204
19.9430	1191.1749
19.9440	1191.2178
19.9450	1192.1869
19.9460	1193.1043
19.9470	1193.2451
19.9480	1192.2480
19.9490	1191.2191
19.9500	1190.1810
19.9510	1189.1737
19.9520	1188.5712
19.9530	1187.9172
19.9540	1187.6395
19.9550	1187.5931
19.9560	1185.3264
19.9570	1184.3615
19.9580	1183.8409
19.9590	1184.1635
19.9600	1183.5678
19.9610	1183.8236
19.9620	1183.2903
19.9630	1183.4448
19.9640	1182.6022
19.9650	1182.5123
19.9660	1182.0438
19.9670	1181.2589
19.9680	1181.3487
19.9690	1181.6712
19.9700	1182.8855
19.9710	1183.0229
19.9720	1183.3615
19.9730	1183.3021
19.9740	1182.5142
19.9750	1181.1960
19.9760	1181.1488
19.9770	1180.6428
19.9780	1181.3702
19.9790	1180.7825
19.9800	1181.1085
19.9810	1181.2474
19.9820	1180.8395
19.9830	1181.1348
19.9840	1181.0660
19.9850	1180.7274
19.9860	1180.8744
19.9870	1180.5476
19.9880	1180.5964
19.9890	1180.2280
19.9900	1180.3682
19.9910	1179.0730
19.9920	1179.3052
19.9930	1179.0941
19.9940	1178.8052
19.9950	1180.0247
19.9960	1181.3285
19.9970	1181.1821
19.9980	1180.8976
19.9990	1180.8473
20.0000	1181.2286
20.0010	1180.9706
20.0020	1181.1077
20.0030	1180.2689
20.0040	1180.0547
20.0050	1178.8166
20.0060	1178.9599
20.0070	1178.3635
20.0080	1178.8272
20.0090	1179.1865
20.0100	1179.8044
20.0110	1179.1573
20.0120	1179.2962
20.0130	1179.4320
20.0140	1179.4294
20.0150	1179.2473
20.0160	1177.8866
20.0170	1176.6056
20.0180	1176.4449
20.0190	1176.8203
20.0200	1175.5446
20.0210	1175.8433
20.0220	1176.3195
20.0230	1175.4031
20.0240	1176.0221
20.0250	1175.8572
20.0260	1175.7906
20.0270	1176.0041
20.0280	1175.9624
20.0290	1175.0713
20.0300	1174.5529
20.0310	1173.6006
20.0320	1173.8150
20.0330	1173.5809
20.0340	1173.8283
20.0350	1173.7309
20.0360	1173.3672
20.0370	1173.2065
20.0380	1173.2965
20.0390	1173.0768
20.0400	1173.3045
20.0410	1173.7078
20.0420	1172.4990
20.0430	1171.2228
20.0440	1171.1014
20.0450	1169.8252
20.0460	1170.7672
20.0470	1172.0243
20.0480	1170.7323
20.0490	1171.2942
20.0500	1171.6237
20.0510	1172.0377
20.0520	1171.1238
20.0530	1171.1807
20.0540	1171.2283
20.0550	1170.8946
20.0560	1171.2327
20.0570	1171.9287
20.0580	1172.4535
20.0590	1173.0196
20.0600	1172.9671
20.0610	1173.1344
20.0620	1173.5011
20.0630	1174.2154
20.0640	1174.3432
20.0650	1174.8789
20.0660	1175.1700
20.0670	1174.7024
20.0680	1173.3643
20.0690	1173.7539
20.0700	1173.3706
20.0710	1172.6147
20.0720	1172.4278
20.0730	1172.9692
20.0740	1172.4626
20.0750	1172.2978
20.0760	1172.8549
20.0770	1172.6549
20.0780	1171.9821
20.0790	1171.3027
20.0800	1170.9587
20.0810	1171.0156
20.0820	1170.6071
20.0830	1169.7048
20.0840	1168.7100
20.0850	1168.3897
20.0860	1168.2993
20.0870	1168.5582
20.0880	1168.0257
20.0890	1167.9257
20.0900	1167.6504
20.0910	1166.7004
20.0920	1166.9601
20.0930	1165.9294
20.0940	1166.5063
20.0950	1167.0817
20.0960	1167.3471
20.0970	1165.4042
20.0980	1164.7042
20.0990	1165.1939
20.1000	1166.3397
20.1010	1166.1362
20.1020	1165.7553
20.1030	1165.2981
20.1040	1165.0719
20.1050	1165.2038
20.1060	1165.3217
20.1070	1165.2400
20.1080	1165.4500
20.1090	1165.6967
20.1100	1165.7110
20.1110	1166.7396
20.1120	1167.9991
20.1130	1167.6298
20.1140	1166.9215
20.1150	1166.5802
20.1160	1165.8659
20.1170	1165.1940
20.1180	1166.0031
20.1190	1166.0546
20.1200	1165.7430
20.1210	1163.7341
20.1220	1163.9365
20.1230	1163.7471
20.1240	1164.6566
20.1250	1164.7281
20.1260	1166.4242
20.1270	1165.1227
20.1280	1165.4377
20.1290	1164.6801
20.1300	1163.3706
20.1310	1163.0833
20.1320	1161.0327
20.1330	1159.3684
20.1340	1159.5684
20.1350	1160.3541
20.1360	1161.4851
20.1370	1162.2073
20.1380	1162.7232
20.1390	1162.5950
20.1400	1163.3768
20.1410	1162.4482
20.1420	1161.6923
20.1430	1161.8192
20.1440	1162.8894
20.1450	1162.3906
20.1460	1162.2557
20.1470	1159.5593
20.1480	1161.1247
20.1490	1160.0652
20.1500	1159.0970
20.1510	1159.1049
20.1520	1159.8874
20.1530	1160.8110
20.1540	1162.0031
20.1550	1163.9602
